patent_id,claims,abstract,wipo,cpc
9075996,"1. A process to evaluate a request to access a service received from a computing device having a software stack and including a software stack provider over a network, the process comprising: determining from the computing device whether a set of conditions are met with the software stack prior to providing access to the service by sending tags including the set of conditions to be met and receiving a response to the tags, wherein different services respond to the request to access the service with corresponding tags that include different sets of conditions to be met by the corresponding software stack; receiving verification information from the software stack if the set of conditions are claimed to be met; requesting validation from the software stack provider using the verification information from the software stack if the set of conditions are claimed to be met with the software stack; and providing access to the service to securely access or manipulate sensitive information on the service over the network if the software stack provider validates the set of conditions are met. 13. A process to evaluate a request to access a service received from a computing device having a software stack and including a software stack provider over a network, the process comprising: in response to the request from the computing device to access the service, determining whether the software stack meets a set of conditions by sending tags including the set of conditions to be met and receiving a response to the tags, wherein different services respond to the request to access the service with corresponding tags that include different sets of conditions to be met by the corresponding software stack; if the software stack meets the set of conditions, receiving verification information from the software stack including the set of conditions the software stack claims to meet and an address of the software stack provider; requesting the software stack provider at the address determine to validate the verification information; and providing computing device access to the service to securely access or manipulate sensitive information on the service over the network if the software stack provider validates the verification information. 18. A process to evaluate a request from a user's computing device to access a service, wherein the user's computing device includes a security software stack and including a software stack provider over a network, the process comprising: in response to the request to access the service, providing a set of tags to be interpreted by the user's computing device to determine whether the security software stack meets a set of conditions of the service, wherein different services respond to the request to access the service with corresponding tags that include different sets of conditions to be met by the corresponding security software stack; receiving a response to the tags from the user's computing device, the response including verification information if the set of conditions are claimed to be met, wherein verification information includes the set of conditions claimed to be met and an address of the software stack provider; responding to the verification information by including a listener address of the service to be delivered to the software stack provider; requesting validation of the verification information from the software stack provider if the set of conditions are met wherein validation includes the software stack provider interrogating the software stack to determine whether the conditions are met and providing results of the validation to the service over the listener address; and providing access to the service to securely access or manipulate sensitive information on the service over the network if the software stack provider validates the set of conditions are met.","A process to evaluate a request to access a service received from a user's computing device having a software stack and a software stack provider over a computer network is disclosed. Prior to providing access to the service, a determination is made as to whether the software stack meets a set of conditions. If the set of conditions are met, the software stack provides verification information. The software stack provider is asked to validate the verification information. Access to the service if the software stack provider validates that the set of conditions are met.",4,"G06F21/577,H04L63/1433,G06F2221/034"
9036738,"1. A receiving device comprising: a reception circuit configured to receive radio signals transmitted from another device and to derive reception symbols from the radio signals; a demodulation circuit configured to generate first likelihood data of the reception symbols based on a transmission format of the reception symbols, the transmission format being selected from transmission formats and including a modulation scheme applied to the reception symbols, the modulation scheme being one of amplitude modulation schemes; a processor configured to estimate a scale ratio of an implementation scale to a theoretical scale, the implementation scale being a scale of the first likelihood data, the theoretical scale being a scale of second likelihood data of the reception symbols, the second likelihood data being defined by a theory and not depending on an implementation of the receiving device, and to generate the second likelihood data based on the first likelihood data and the scale ratio; a decoding circuit configured to decode the second likelihood data based on the transmission format; a calculating circuit configured to calculate first average of absolute values of the first likelihood data; and a memory to which relation data are stored, the relation data indicating correspondences of each of the transmission formats and each of related values, each of the related values being calculated by dividing second average of absolute values of the second likelihood data by signal to noise ratio (SNR) corresponding to each of the transmission formats, wherein the reception circuit is configured to estimate the SNR of the radio signals, the processor is configured to estimate the scale ratio based on the relation data, the first average, and the estimated SNR. 6. A receiving method comprising: receiving radio signals transmitted from another device and to derive reception symbols from the radio signals; generating first likelihood data of the reception symbols based on a transmission format of the reception symbols, the transmission format being selected from transmission formats and including a modulation scheme applied to the reception symbols, the modulation scheme being one of amplitude modulation schemes; estimating a scale ratio of an implementation scale to a theoretical scale, the implementation scale being a scale of the first likelihood data, the theoretical scale being a scale of second likelihood data of the reception symbols, the second likelihood data being defined by a theory and not depending on an implementation of the receiving device; generating the second likelihood data based on the first likelihood data and the scale ratio; decoding the second likelihood data based on the transmission format; calculating first average of absolute values of the first likelihood data; storing relation data indicating correspondences of each of the transmission formats and each of related values, each of the related values being calculated by dividing second average of absolute values of the second likelihood data by signal to noise ratio (SNR) corresponding to each of the transmission formats; and estimating the SNR of the radio signals, wherein the estimating the scale ratio is performed based on the relation data, the first average, and the estimated SNR.","A receiving device including: a demodulation circuit configured to generate first likelihood data of reception symbols based on a transmission format of the reception symbols, the transmission format being selected from transmission formats and including a modulation scheme applied to the reception symbols, the modulation scheme being one of amplitude modulation schemes, a processor configured to estimate a scale ratio of an implementation scale to a theoretical scale, the implementation scale being a scale of the first likelihood data, the theoretical scale being a scale of second likelihood data of the reception symbols, the second likelihood data being defined by a theory and not depending on an implementation of the receiving device, and to generate the second likelihood data based on the first likelihood data and the scale ratio, and a decoding circuit configured to decode the second likelihood data based on the transmission format.",4,"H04L25/067,H04L1/0055"
9141902,"1. A smart card module for a smart card, comprising: a chip having electrical contacts at a front side; a first laminate layer, wherein a rear side of the chip is connected to the first laminate layer, the rear side of the chip opposite the front side; a second laminate layer; a first conductive layer, wherein the electrical contacts of the chip are connected to the first conductive layer and the first conductive layer is arranged between the chip and the second laminate layer; an adhesive material arranged between the chip and the conductive layer and/or the second laminate layer; further comprising a second conductive layer, wherein the second conductive layer is arranged on the opposite side of the second laminate layer relative to the first conductive layer; and wherein the first conductive layer and the second conductive layer are electrically conductively connected by vias. 11. A method for producing a smart card module, the method comprising: providing a chip having electrical contacts at a front side; providing a first laminate layer, wherein a rear side of the chip is connected to the first laminate layer, the rear side of the chip opposite the front side; providing a second laminate layer; providing a first conductive layer, wherein the electrical contacts of the chip are connected to the first conductive layer and the first conductive layer is arranged between the chip and the second laminate layer; and providing an adhesive material, wherein the adhesive material is arranged between the chip and the first conductive layer and/or the second laminate layer; providing a second conductive layer, wherein the second conductive layer is arranged on the opposite side of the second laminate layer relative to the first conductive layer; and connecting electrically the first conductive layer and the second conductive layer by vias. 10. A smart card comprising: a smart card module, comprising: a chip having electrical contacts at a front side; a first laminate layer, wherein a rear side of the chip is connected to the first laminate layer, the rear side of the chip opposite the front side; a second laminate layer; a first conductive layer, wherein the electrical contacts of the chip are connected to the first conductive layer and the first conductive layer is arranged between the chip and the second laminate layer; an adhesive material arranged between the chip and the conductive layer and/or the second laminate layer; further comprising a second conductive layer, wherein the second conductive layer is arranged on the opposite side of the second laminate layer relative to the first conductive layer; and wherein the first conductive layer and the second conductive layer are electrically conductively connected by vias.","A smart card module for a smart card, comprising a chip having electrical contacts at a front side; a first laminate layer, wherein a rear side of the chip is connected to the first laminate layer, the rear side of the chip opposite the front side; a second laminate layer; a first conductive layer, wherein the electrical contacts of the chip are connected to the first conductive layer and the first conductive layer is arranged between the chip and the second laminate layer; and an adhesive material arranged between the chip and the conductive layer and/or the second laminate layer.",6,G06K19/07747
9135057,"1. A method for optimizing a stream computing application, comprising: executing a first job and a second job, each comprising a plurality of respective operators that process streaming data by operation of one or more computer processors, wherein the plurality of respective operators in the first and second jobs are, respectively, interconnected such that data tuples flow between the plurality of respective operators to perform the first and second jobs; establishing an operator graph comprising the plurality of respective operators of both the first and second jobs, the operator graph defining at least one respective execution path through the plurality of respective operators for the first job and for the second job; while the first and second jobs are executing, establishing a connection between the first job and the second job by transmitting a data stream from a first operator of the first job to a second operator of the second job, wherein the first and second jobs are in the operator graph both before and after the connection is established; before establishing the connection between the first job to the second job, setting the data stream as exportable, wherein the plurality of respective operators associated with the second job do not receive data from, or send data to, the plurality of respective operators associated with the first job prior to setting the data stream as exportable; monitoring a performance indicator associated with the first operator of the first job, the performance indicator measuring an effect that the connection between the first and second jobs has on a performance of the first job; and upon determining a value of the performance indicator satisfies a predefined threshold, optimizing the stream computing application to improve the value of the performance indicator. 7. A method for optimizing a stream computing application, comprising: executing a first job and a second job, each comprising a plurality of respective operators that process streaming data by operation of one or more computer processors, wherein the plurality of respective operators in the first and second jobs are, respectively, interconnected such that data tuples flow between the plurality of respective operators to perform the first and second jobs; establishing an operator graph comprising the plurality of respective operators of both the first and second jobs, the operator graph defining at least one respective execution path through the plurality of respective operators for the first job and for the second job; while the first and second jobs are executing, establishing a connection between the first job and the second job by transmitting a data stream from a first operator of the first job to a second operator of the second job, wherein the first and second jobs are in the operator graph both before and after the connection is established; monitoring a performance indicator associated with the first operator of the first job by recording at least one of a time when the first job connects to the second job and a number of jobs connected to the data stream of the first job, wherein the performance indicator measures an effect that the connection between the first and second jobs has on a performance of the first job; and upon determining a value of the performance indicator satisfies a predefined threshold, optimizing the stream computing application to improve the value of the performance indicator. 8. A method for optimizing a stream computing application, comprising: executing a first job and a second job, each comprising a plurality of respective operators that process streaming data by operation of one or more computer processors, wherein the plurality of respective operators in the first and second jobs are, respectively, interconnected such that data tuples flow between the plurality of respective operators to perform the first and second jobs; establishing an operator graph comprising the plurality of respective operators of both the first and second jobs, the operator graph defining at least one respective execution path through the plurality of respective operators for the first job and for the second job; while the first and second jobs are executing, establishing a connection between the first job and the second job by transmitting a data stream from a first operator of the first job to a second operator of the second job, wherein the first and second jobs are in the operator graph both before and after the connection is established; monitoring a performance indicator associated with the first operator of the first job, the performance indicator measuring an effect that the connection between the first and second jobs has on a performance of the first job; and upon determining a value of the performance indicator satisfies a predefined threshold, optimizing the stream computing application to improve the value of the performance indicator, wherein optimizing the stream computing application comprises at least one of: moving at least one of the plurality of respective operators to a compute node with available resources, fusing or unfusing at least one of the plurality of respective operators, and cloning the first operator of the first job that generates the data stream.","A stream computing application may permit one job to connect to a data stream of a different job. As more and more jobs dynamically connect to the data stream, the connections may have a negative impact on the performance of the job that generates the data stream. Accordingly, a variety of metrics and statistics (e.g., CPU utilization or tuple rate) may be monitored to determine if the dynamic connections are harming performance. If so, the stream computing system may be optimized to mitigate the effects of the dynamic connections. For example, particular operators may be unfused from a processing element and moved to a compute node that has available computing resources. Additionally, the stream computing application may clone the data stream in order to distribute the workload of transmitting the data stream to the connected jobs.",6,"G06F9/48,G06F9/5083,G06F11/3433"
8947152,"1. A multi-chip package system, comprising: a multi-chip package having a plurality of slice chips coupled each other by using a first through-via and a second through-via, wherein at least one slice chip includes: a first signal transfer unit, and a second signal transfer unit, wherein the first signal transfer unit is suitable for transferring a first slice activation signal to the first through-via and an internal circuit of the slice chip, and the second signal transfer unit is suitable for transferring a second slice activation signal to the second through-via and the internal circuit of the slice chip; and a controller suitable for providing the first slice activation signal to the multi-chip package or the first and the second slice activation signals to the multi-chip package, and controlling a predetermined activation mode for the multi-chip package. 6. A multi-chip package having a plurality of slice chips coupled through a through-via, at least one slice chip comprising: a first signal transfer unit having a first output unit and a second output unit, wherein the second output unit is suitable for outputting a first slice activation signal transferred through a first through-via to an internal circuit of the slice chip in a predetermined activation mode for the multi-chip package; and a second signal transfer unit suitable for outputting a predetermined signal transferred through a second through-via to the internal circuit of the slice chip, wherein the second signal transfer unit includes: an output unit suitable for outputting the predetermined signal to the internal circuit; and a dummy output unit connected to the second through-via.","A multi-chip package having a plurality of slice chips coupled through a through-via, at least one slice chip may include an input unit suitable for receiving a slice activation signal, and outputting the slice activation signal to the through-via in response to a slice identification corresponding to the slice chip, a first output unit suitable for outputting the activation signal transferred through the through-via to an internal circuit of the slice chip in response to the corresponding slice identification, and a second output unit suitable for selectively outputting the activation signal transferred through the through-via to the internal circuit of the slice chip in a predetermined activation mode for the multi-chip package.",8,"H10D89/211,H01L25/0657,H01L2224/16145,H01L2224/16225,H01L2225/06513,H01L2225/06517,H01L2225/06541,H01L2924/15311"
9091234,"1. A housing for a vehicle component, comprising: a first case having an opening and a retainer hole having an inner peripheral surface, the retainer hole being provided at an edge of the opening; and a second case having an opening and a protrusion having an outer peripheral surface, the protrusion being provided at an edge of the opening, wherein the housing is opened and closed by pivoting the second case with respect to the first case about the protrusion and the retainer hole in one of an opening direction and a closing direction, at least one of the outer peripheral surface of the protrusion and the inner peripheral surface of the retainer hole has a clearance portion to prevent damage to the retainer hole and the protrusion when the protrusion is pulled out of the retainer hole in the opening direction, the first case and the second case have separation portions that contact each other to prevent excessive force from acting on the retainer hole and the protrusion when the protrusion is pulled out of the retainer hole in the opening direction, and when the second case is pivoted in the opening direction to pull the protrusion out of the retainer hole, the separation portions engage each other such that the clearance portion and the separation portions, together, prevent the outer peripheral surface of the protrusion and the inner peripheral surface of the retainer hole from contacting each other.","A housing for a vehicle component includes a first case and a second case. The first case has an opening and a retainer hole at an edge of the opening. The second case has an opening and a protrusion at an edge of the opening. With the protrusion engaged with the retainer hole, the openings of the first case and the second case are selectively opened and closed by pivoting the second case with respect to the first case. The first case and the second case have separation portions. When the second case is pivoted in the opening direction, the separation portions engage with each other to move the first case and the second case relative to each other such that the protrusion is pulled out of the retainer hole.",23,"F02M35/0201,B01D46/10,F02M35/0245,F02M35/02491,B01D2265/027,B01D2271/022"
9098224,"1. An information processing apparatus comprising: a storage unit configured to store data; an input unit configured to input a first type of job and a second type of job different from the first type of job; a control unit configured to execute the first type of job and the second type of job using a program stored in the storage unit; a supply unit configured to supply power to the storage unit and the control unit; a setting unit configured to set a first waiting time if the first type of job is input by the input unit, and to set a second waiting time different from the first waiting time if the second type of job is input by the input unit; and a power control unit configured to, (1) stop power supply to the control unit but maintain power supply to the storage unit after the first type of job is executed by the control unit, and then stop power supply to the storage unit after the first waiting time set by the setting unit elapses, and (2) stop power supply to the control unit but maintain power supply to the storage unit after the second type of job is executed by the control unit, and then stop power supply to the storage unit after the second waiting time set by the setting unit elapses, wherein the first type of job is an inquiry job to inquire about device information of the information processing apparatus stored in the storage unit and the second type of job is a print job to cause a print unit to print an image on a sheet. 6. A control method for an information processing apparatus having a storage unit configured to store data, an input unit configured to input a first type of job and second type of job different from the first type of job, a control unit configured to execute the first type of job and the second type of job using a program stored in the storage unit, and a supply unit configured to supply power to the storage unit and the control unit, the control method comprising: storing data in the storage unit; inputting the first type of job and the second type of job different from the first type of job; executing the first type of job and the second type of job using the program stored in the storage unit; setting a first waiting time if the first type of job is input, and setting a second waiting time different from the first waiting time if the second type of job is input; and power controlling to, (1) stop power supply to the control unit but maintain power supply to the storage unit after the first type of job is executed by the control unit, and then stop power supply to the storage unit after the set first waiting time elapses, and (2) stop power supply to the control unit but maintain power supply to the storage unit after the second type of job is executed by the control unit, and then stop power supply to the storage unit after the set second waiting time set elapses, wherein the first type of iob is an inquiry iob to inquire about device information of the information processing apparatus stored in the storage unit and the second type of iob is a print lob to cause a print unit to print an image on a sheet. 7. A non-transitory computer-readable medium storing a program provided for use in an information processing apparatus to make a processor execute a method comprising: inputting a first type of job and a second type of job different from the first type of job to an information processing apparatus having a storage unit configured to store data, a control unit configured to execute the first type of job and the second type of job using a program stored in the storage unit, and a supply unit configured to supply power to the storage unit and the control unit; setting a first waiting time if the first type of job is input, and setting a second waiting time different from the first waiting time if the second type of job is input; and power controlling to, (1) stop power supply to the control unit but maintain power supply to the storage unit after the first type of job is executed by the control unit, and then stop power supply to the storage unit after the set first waiting time elapses, and (2) stop power supply to the control unit but maintain power supply to the storage unit after the second type of job is executed by the control unit, and then stop power supply to the storage unit after the set second waiting time elapses, wherein the first type of job is an inquiry job to inquire about device information of the information processing apparatus stored in the storage unit and the second type of job is a print job to cause a print unit to print an image on a sheet.","In an image processing apparatus, a waiting time until power supply to a storage unit is stopped is suitably set corresponding to a type of input job and a state of power supply to the storage unit when the job has been input. A first waiting time is set if power is not supplied to the storage unit when the job has been input in a case where the input job is a first type of job. A second waiting time is set regardless of whether power is supplied to the storage unit when the job has been input in a case where the input job is a second type of job. Power supplied to the storage unit is controlled to stop when the waiting time has elapsed.",6,"G06F3/1285,G06F1/3268,G06F3/1221,G06F3/1229,Y02D10/00"
9098662,"1. A method for probing signals of a device having configuration elements, the method comprising: transmitting, to the device, a first configuration data to configure the device, the first configuration data including a first logic design, wherein the first configuration data corresponds to a first subset of the configuration elements; generating, by a processor, a second configuration data including a first debug design, wherein the first debug design includes a first tap of a first interconnect of the first logic design, wherein the second configuration data corresponds to a second subset of the configuration elements, wherein the first subset of the configuration elements includes different configuration elements than the second subset of the configuration elements, and the first debug design includes an acquisition block to store data corresponding to the first tap of the first interconnect; transmitting, to the device, the second configuration data to configure the device, the second configuration data including the first debug design; generating, by the processor, a third configuration data including a second debug design, the second debug design includes a second tap of a second interconnect of the first logic design, and the acquisition block to store data corresponding to the second tap of the second interconnect; transmitting, to the device, data to remove the first tap of the first debug design from the device and maintain the first logic design and the acquisition block; and transmitting, to the device, the third configuration data to configure the device after the removal of the first tap of the first debug design, the third configuration data including the second debug design. 17. A circuit for configuring a device having configuration elements, the circuit comprising: configuration circuitry for: receiving, on the device, a first configuration data including a first logic design, wherein the first configuration data corresponds to a first subset of the configuration elements; configuring the device to include the first logic design; receiving, on the device, a second configuration data including a first debug design, wherein the first debug design includes a first tap of a first interconnect of the first logic design, wherein the second configuration data corresponds to a second subset of the configuration elements, wherein the first subset of the configuration elements includes different configuration elements than the second subset of the configuration elements, and the first debug design includes an acquisition block to store data corresponding to the first tap of the first interconnect; configuring the device to include the first debug design; receiving data to remove the first tap of the first debug design from the device and maintain the first logic design and the acquisition block; configuring the device to remove the first tap of the first debug design and maintain the first logic design and the acquisition block; receiving a third configuration data including a second debug design, the second debug design includes a second tap of a second interconnect of the first logic design, and the acquisition block to store data corresponding to the second tap of the second interconnect; configuring the device to include the second debug design after the removal of the first tap of the first debug design. 19. A method for probing signals of a device having configuration elements, the method comprising: receiving, on the device, a first configuration data including a first logic design, wherein the first configuration data corresponds to a first subset of the configuration elements; configuring the device to include the first logic design; receiving, on the device, a second configuration data including a first debug design, wherein the first debug design includes a first tap of a first interconnect of the first logic design, wherein the second configuration data corresponds to a second subset of the configuration elements, and wherein the first subset of the configuration elements includes different configuration elements than the second subset of the configuration elements, and the first debug design includes an acquisition block to store data corresponding to the first tap of the first interconnect; configuring the device to include the first debug design; receiving data to remove the first tap of the first debug design from the device and maintain the first logic design and the acquisition block; configuring the device to remove the first tap of the first debug design and maintain the first logic design and the acquisition block; receiving a third configuration data including a second debug design, the second debug design includes a second tap of a second interconnect of the first logic design, and the acquisition block to store data corresponding to the second tap of the second interconnect; and configuring the device to include the second debug design after the removal of the first tap of the first debug design. 21. A non-transitory computer readable medium having instructions stored thereon, the instructions executable by a processor to: transmit, to a device having configuration elements, a first configuration data to configure the device, the first configuration data including a first logic design, wherein the first configuration data corresponds to a first subset of the configuration elements; generate, by the processor, a second configuration data including a first debug design, wherein the first debug design includes a first tap of a first interconnect of the first logic design, wherein the second configuration data corresponds to a second subset of the configuration elements, and wherein the first subset of the configuration elements includes different configuration elements than the second subset of the configuration elements, and the first debug design includes an acquisition block to store data corresponding to the first tap of the first interconnect; transmit, to the device, the second configuration data to configure the device, the second configuration data including the first debug design; generate, by the processor, a third configuration data including a second debug design, the second debug design includes a second tap of a second interconnect of the first logic design, and the acquisition block to store data corresponding to the second tap of the second interconnect; transmit, to the device, data to remove the first tap of the first debug design from the device and maintain the first logic design and the acquisition block; and transmit, to the device, the third configuration data to configure the device after the removal of the first tap of the first debug design, the third configuration data including the second debug design.",Techniques and mechanisms allow a device such as a programmable logic device (PLD) to support real-time debugging of a system. The PLD may be configured to include a debug design without disturbing the configuration of a base logic design in the PLD.,6,"G06F30/343,G06F30/30,G06F30/331,G06F30/34,G06F30/333,G06F30/398"
9016091,"1. A glass fusing method for manufacturing a glass fusing structure by fusing first and second glass members to each other, the method comprising the steps of: arranging a glass layer containing a binder, a laser-light-absorbing material, and a glass powder with a predetermined width on the first glass member along an extending region to be fused; irradiating the glass layer with first laser light while relatively moving an irradiation region of the first laser light along the region to be fused, so as to gasify the binder and melt the glass powder, thereby fixing the glass layer to the first glass member; and superposing the second glass member on the first glass member having the glass layer fixed thereto with the glass layer interposed therebetween and irradiating the glass layer with second laser light, so as to fuse the first and second glass members to each other; wherein the irradiation region of the first laser light has first and second regions arranged along the extending direction of the region to be fused and is moved along the region to be fused such that the first region precedes the second region; and wherein the second region irradiates the glass layer before the glass layer molten by irradiation with the first region solidifies, the irradiation region of the first laser light, when an area of the glass layer is irradiated, is relatively moved along the region to be fused such that a time from the area reaching a temperature equal to or greater than melting point until end of the irradiation of the area with the first laser light is longer than a time from start of the irradiation of the area with the first laser light until the area reaching a temperature equal to or greater than melting point. 6. A glass layer fixing method for manufacturing a glass-layer-fixed member by fixing a glass layer to a first glass member, the method comprising the steps of: arranging the glass layer containing a binder, a laser-light-absorbing material, and a glass powder with a predetermined width on the first glass member along an extending region to be fused; and irradiating the glass layer with first laser light while relatively moving an irradiation region of the first laser light along the region to be fused, so as to gasify the binder and melt the glass powder, thereby fixing the glass layer to the first glass member; wherein the irradiation region of the first laser light has first and second regions arranged along the extending direction of the region to be fused and is moved along the region to be fused such that the first region precedes the second region; and wherein the second region irradiates the glass layer before the glass layer molten by irradiation with the first region solidifies, the irradiation region of the first laser light, when an area of the glass layer is irradiated, is relatively moved along the region to be fused such that a time from the area reaching a temperature equal to or greater than melting point until end of the irradiation of the area with the first laser light is longer than a time from start of the irradiation of the area with the first laser light until the area reaching a temperature equal to or greater than melting point. 7. A glass layer fixing method for manufacturing a glass-layer-fixed member by fixing a glass layer to a first glass member, the method comprising the steps of: arranging the glass layer containing a laser-light-absorbing material and a glass powder with a predetermined width on the first glass member along an extending region to be fused; and irradiating the glass layer with first laser light while relatively moving an irradiation region of the first laser light along the region to be fused, so as to melt the glass powder, thereby fixing the glass layer to the first glass member; wherein the irradiation region of the first laser light has first and second regions arranged along the extending direction of the region to be fused and is moved along the region to be fused such that the first region precedes the second region; and wherein the second region irradiates the glass layer before the glass layer molten by irradiation with the first region solidifies, the irradiation region of the first laser light, when an area of the glass layer is irradiated, is relatively moved along the region to be fused such that a time from the area reaching a temperature equal to or greater than melting point until end of the irradiation of the area with the first laser light is longer than a time from start of the irradiation of the area with the first laser light until the area reaching a temperature equal to or greater than melting point.","A glass layer 3 is irradiated with laser light L2 for temporary firing in order to gasify a binder and melt the glass layer 3, thereby fixing the glass layer 3 to a glass member 4. Here, an irradiation region of the laser light L2 has regions A1, A2 arranged along an extending direction of a region to be fused R and is moved along the region to be fused R such that the region A1 precedes the region A2. The region A2 irradiates the glass layer 3 before the glass layer 3 molten by irradiation with the region A1 solidifies. This makes the glass layer 3 take a longer time to solidify, whereby the binder gasified by irradiation with the region A1 of the laser light L2 is more likely to escape from the glass layer 3.",26,"B23K26/211,B23K26/0869,B23K26/244,B23K26/324,C03C23/0025,C03C27/06,H01J9/261,H01J9/268,H01J9/40"
9174267,"1. A combination looping and cutting tool for use in making jewelry and looping a segment of wire comprising: a first arm and a second arm, said first arm having a first upper section and a first lower section, said first arm forming a first handle at said first lower section of said first arm, and said second arm having a second upper section and a second lower section, and forming a second handle at said second lower section of said second arm to grip said tool; a first looping member and a first cutting member branching from and attached to said upper section of said first arm, said first cutting member comprising a hooked section defining a hooked section space; a second looping member and a second cutting member attached to said second upper section of said second arm, said second looping member and said second cutting member being positioned between said first looping member and said first cutting member when said first handle and said second handle are in a closed position; and said second looping member and said second cutting member being positioned interior of said hooked section space when said first handle and said second handle are in an open position; and an ejection aperture positioned in said hooked section. 11. A combination looping and cutting tool for use in making jewelry comprising: a first handle and a second handle to grip said tool; a first arm with a first upper section extending from said first handle, said first upper section comprising a first looping member having an first looping end, and a first cutting member defining a hooked section and an interior space and first cutting end that terminates at the end of said hooked section, wherein said first looping member and said first cutting member branch from said first upper section extending from said first handle; a second arm with a second upper section extending from said second handle, said second upper section comprising an extension that defines a second looping member and a second cutting member positioned, wherein said extension is positioned between said first looping end and said first cutting end when said first handle and said second handle are in a closed position; wherein said extension is positioned in said interior space when said first handle and said second handle are in an open position; and a retaining plate adapted to guide the movement of said first arm and said second arm; and a looping pin positioned in said retaining plate around which wire is looped when said tool is in use. 18. A combination looping and cutting tool for use in making jewelry comprising: a first arm having a first upper section that branches into a first looping end and a hooked section that terminates in a first cutting end, and a first lower section that forms a first handle for operating said tool; a second arm having a second upper section that extends into a second looping end having a dorsal surface that forms a second cutting end, and a second lower section that forms a second handle for operating said tool with said first handle, wherein said second upper section is positioned in a space defined by said hooked section when said first arm and said second arm are in an open position; a retaining mount for guiding the movement of said first arm and said second arm; and a looping pin around which said looping members converge when said first handle and said second handle are compressed when said tool is in use; wherein said first cutting end is adapted to cut wire by engaging said second cutting end formed on said dorsal surface of said second looping end when said first handle and said second handle are compressed when said tool is in use.",An improved arts and crafts tool designed to loop and cut wire in a single fluid motion at any desired location along the length of the wire. The tool comprises a pair of arms each arm terminating in a soft-cover handle adapted to be gripped by a user. The upper portions of the arms have looping and cutting members for looping and cutting wire at a desired length. Disposed within one of the cutting members is an ejection aperture which harmlessly directs cut sections of waste wire away from a user and enables the tool to cut sections of wires at any desirable point.,26,"B21F1/002,B23D29/023"
